Customer ID,Name,Surname,Gender,Age,Region,Job Classification,Date Joined,Balance,CompleteName,Day,Month,Year,MonthName,Duplicates
100003329,Jan,Alsop,Female,32,England,White Collar,24.Nov.15,68573.19,JanAlsop,24,11,2015,Nov,Unique
300003536,Joe,Alsop,Male,30,Wales,Blue Collar,03.Dec.15,42827,JoeAlsop,3,12,2015,Dec,Unique
100000874,Julia,Alsop,Female,34,England,White Collar,14.Jun.15,10218.7,JuliaAlsop,14,6,2015,Jun,Unique
100001364,Karen,Alsop,Female,35,England,Blue Collar,25.Jul.15,38448.21,KarenAlsop,25,7,2015,Jul,Unique
200003103,Keith,Alsop,Male,61,Scotland,Blue Collar,10.Nov.15,75638.28,KeithAlsop,10,11,2015,Nov,Unique
200002124,Michael,Alsop,Male,43,Scotland,Other,18.Sep.15,75563.64,MichaelAlsop,18,9,2015,Sep,Unique
100001109,Natalie,Alsop,Female,33,England,White Collar,07.Jul.15,36425.21,NatalieAlsop,7,7,2015,Jul,Unique
100001497,Nathan,Alsop,Male,35,England,White Collar,03.Aug.15,19857.03,NathanAlsop,3,8,2015,Aug,Unique
200002261,Neil,Alsop,Male,50,Scotland,Other,24.Sep.15,33161.08,NeilAlsop,24,9,2015,Sep,Unique
200003619,Nicholas,Alsop,Male,48,Scotland,Other,08.Dec.15,43730.24,NicholasAlsop,8,12,2015,Dec,Unique
300002266,Stewart,Alsop,Male,33,Wales,Other,24.Sep.15,38089.79,StewartAlsop,24,9,2015,Sep,Unique
100001847,Una,Alsop,Female,31,England,White Collar,30.Aug.15,44576.62,UnaAlsop,30,8,2015,Aug,Unique
100002512,Vanessa,Alsop,Female,41,England,White Collar,08.Oct.15,36174.14,VanessaAlsop,8,10,2015,Oct,Unique
100002192,Warren,Alsop,Male,28,England,Other,23.Sep.15,78383.54,WarrenAlsop,23,9,2015,Sep,Unique
200003803,Wendy,Alsop,Female,44,Scotland,Other,18.Dec.15,60444.7,WendyAlsop,18,12,2015,Dec,Unique
100001933,Alan,Anderson,Male,33,England,White Collar,06.Sep.15,19294.37,AlanAnderson,6,9,2015,Sep,Unique
100000772,Alexander,Anderson,Male,32,England,White Collar,01.Jun.15,97377.64,AlexanderAnderson,1,6,2015,Jun,Unique
200003796,Anthony,Anderson,Male,48,Scotland,Other,17.Dec.15,54607.76,AnthonyAnderson,17,12,2015,Dec,Unique
400000601,Blake,Anderson,Male,32,Northern Ireland,Blue Collar,19.May.15,30923.45,BlakeAnderson,19,5,2015,May,Unique
100001557,Boris,Anderson,Male,29,England,White Collar,09.Aug.15,2987.04,BorisAnderson,9,8,2015,Aug,Unique
200000348,Brandon,Anderson,Male,51,Scotland,Other,02.May.15,27842.09,BrandonAnderson,2,5,2015,May,Unique
100000892,Christopher,Anderson,Male,27,England,White Collar,16.Jun.15,37191.94,ChristopherAnderson,16,6,2015,Jun,Unique
300003804,David,Anderson,Male,34,Wales,White Collar,18.Dec.15,40380.07,DavidAnderson,18,12,2015,Dec,Unique
100000995,Felicity,Anderson,Female,29,England,Other,26.Jun.15,81080.08,FelicityAnderson,26,6,2015,Jun,Unique
300002616,Gordon,Anderson,Male,36,Wales,Blue Collar,14.Oct.15,56449.04,GordonAnderson,14,10,2015,Oct,Unique
100002861,Jason,Anderson,Male,39,England,White Collar,28.Oct.15,46065.96,JasonAnderson,28,10,2015,Oct,Unique
300000735,John,Anderson,Male,28,Wales,Other,29.May.15,18064.46,JohnAnderson,29,5,2015,May,Unique
200000965,Julian,Anderson,Male,52,Scotland,Blue Collar,21.Jun.15,30981.38,JulianAnderson,21,6,2015,Jun,Unique
100003688,Penelope,Anderson,Female,31,England,Blue Collar,13.Dec.15,29943.33,PenelopeAnderson,13,12,2015,Dec,Unique
200003340,Piers,Anderson,Male,59,Scotland,Blue Collar,24.Nov.15,64210.63,PiersAnderson,24,11,2015,Nov,Unique
100003189,Richard,Anderson,Male,48,England,White Collar,15.Nov.15,4098.82,RichardAnderson,15,11,2015,Nov,Unique
100003311,Robert,Anderson,Male,43,England,White Collar,23.Nov.15,45425.57,RobertAnderson,23,11,2015,Nov,Unique
200003275,Sam,Anderson,Male,47,Scotland,Other,20.Nov.15,7286.16,SamAnderson,20,11,2015,Nov,Unique
100002880,Stephen,Anderson,Male,48,England,White Collar,29.Oct.15,33104.34,StephenAnderson,29,10,2015,Oct,Unique
100003538,Stewart,Anderson,Male,37,England,White Collar,04.Dec.15,8679.67,StewartAnderson,4,12,2015,Dec,Unique
100002968,Zoe,Anderson,Female,33,England,White Collar,01.Nov.15,36017.49,ZoeAnderson,1,11,2015,Nov,Unique
100003712,Amelia,Arnold,Female,41,England,White Collar,14.Dec.15,916.89,AmeliaArnold,14,12,2015,Dec,Unique
100002623,Anne,Arnold,Female,45,England,White Collar,15.Oct.15,81370.16,AnneArnold,15,10,2015,Oct,Unique
100003929,Benjamin,Arnold,Male,32,England,White Collar,25.Dec.15,2096.64,BenjaminArnold,25,12,2015,Dec,Unique
200001328,Blake,Arnold,Male,44,Scotland,Blue Collar,22.Jul.15,37315.31,BlakeArnold,22,7,2015,Jul,Unique
100002435,Boris,Arnold,Male,36,England,White Collar,03.Oct.15,43882.44,BorisArnold,3,10,2015,Oct,Unique
200000607,Brian,Arnold,Male,45,Scotland,White Collar,20.May.15,10273.77,BrianArnold,20,5,2015,May,Unique
100001757,Cameron,Arnold,Male,20,England,White Collar,24.Aug.15,98261.13,CameronArnold,24,8,2015,Aug,Unique
200000764,Carl,Arnold,Male,48,Scotland,Other,31.May.15,137330.94,CarlArnold,31,5,2015,May,Unique
200000671,Carolyn,Arnold,Female,61,Scotland,Other,25.May.15,8367.59,CarolynArnold,25,5,2015,May,Unique
200000580,Charles,Arnold,Male,52,Scotland,Other,19.May.15,22436.69,CharlesArnold,19,5,2015,May,Unique
100000640,David,Arnold,Male,38,England,Blue Collar,23.May.15,47824.63,DavidArnold,23,5,2015,May,Unique
300003142,Elizabeth,Arnold,Female,40,Wales,White Collar,12.Nov.15,19448.19,ElizabethArnold,12,11,2015,Nov,Unique
100001025,Emma,Arnold,Female,40,England,White Collar,29.Jun.15,55409.56,EmmaArnold,29,6,2015,Jun,Unique
100001543,Evan,Arnold,Male,26,England,White Collar,08.Aug.15,12883.77,EvanArnold,8,8,2015,Aug,Unique
100001714,Faith,Arnold,Female,38,England,White Collar,23.Aug.15,49606.03,FaithArnold,23,8,2015,Aug,Unique
100002243,Felicity,Arnold,Female,44,England,White Collar,24.Sep.15,27520.61,FelicityArnold,24,9,2015,Sep,Unique
200001695,Gabrielle,Arnold,Female,55,Scotland,Other,21.Aug.15,46862.56,GabrielleArnold,21,8,2015,Aug,Unique
200001078,Isaac,Arnold,Male,47,Scotland,Blue Collar,04.Jul.15,59432.06,IsaacArnold,4,7,2015,Jul,Unique
100001732,Jacob,Arnold,Male,47,England,White Collar,23.Aug.15,115722.65,JacobArnold,23,8,2015,Aug,Unique
100002916,John,Arnold,Male,25,England,Other,30.Oct.15,41058.11,JohnArnold,30,10,2015,Oct,Unique
100002544,Kevin,Arnold,Male,33,England,Blue Collar,10.Oct.15,4706.69,KevinArnold,10,10,2015,Oct,Unique
200002650,Liam,Arnold,Male,50,Scotland,Blue Collar,16.Oct.15,6844.11,LiamArnold,16,10,2015,Oct,Unique
100000277,Maria,Arnold,Female,37,England,White Collar,19.Apr.15,57574.38,MariaArnold,19,4,2015,Apr,Unique
300002298,Phil,Arnold,Male,37,Wales,Blue Collar,25.Sep.15,80824.89,PhilArnold,25,9,2015,Sep,Unique
100003598,Rose,Arnold,Female,33,England,White Collar,07.Dec.15,15241.21,RoseArnold,7,12,2015,Dec,Unique
100000221,Sally,Arnold,Female,45,England,Blue Collar,14.Apr.15,2575.63,SallyArnold,14,4,2015,Apr,Unique
100003832,Sebastian,Arnold,Male,44,England,Blue Collar,20.Dec.15,161517.82,SebastianArnold,20,12,2015,Dec,Unique
200002548,Steven,Arnold,Male,52,Scotland,Blue Collar,10.Oct.15,34118.28,StevenArnold,10,10,2015,Oct,Unique
100002244,Sue,Arnold,Female,38,England,White Collar,24.Sep.15,5053.64,SueArnold,24,9,2015,Sep,Unique
100000155,Tim,Arnold,Male,33,England,Blue Collar,05.Apr.15,1455.6,TimArnold,5,4,2015,Apr,Unique
200001150,Amy,Graham,Female,60,Scotland,Blue Collar,10.Jul.15,5916.94,AmyGraham,10,7,2015,Jul,Duplicate
400002211,Amy,Graham,Female,27,Northern Ireland,Other,23.Sep.15,37985.87,AmyGraham,23,9,2015,Sep,Duplicate
100003836,Victoria,Arnold,Female,34,England,Blue Collar,20.Dec.15,15667.57,VictoriaArnold,20,12,2015,Dec,Unique
100002542,William,Arnold,Male,37,England,White Collar,10.Oct.15,118379.33,WilliamArnold,10,10,2015,Oct,Unique
100000203,Yvonne,Arnold,Female,40,England,White Collar,12.Apr.15,60648.52,YvonneArnold,12,4,2015,Apr,Unique
100002950,Alan,Avery,Male,33,England,White Collar,01.Nov.15,81827.13,AlanAvery,1,11,2015,Nov,Unique
100001293,Amy,Avery,Female,31,England,White Collar,21.Jul.15,1330.3,AmyAvery,21,7,2015,Jul,Unique
100001595,Bella,Avery,Female,40,England,Blue Collar,12.Aug.15,13612.39,BellaAvery,12,8,2015,Aug,Unique
100002170,Boris,Avery,Male,32,England,White Collar,21.Sep.15,54090.91,BorisAvery,21,9,2015,Sep,Unique
200002378,Charles,Avery,Male,58,Scotland,Other,29.Sep.15,7185.59,CharlesAvery,29,9,2015,Sep,Unique
200002685,Chloe,Avery,Female,49,Scotland,Other,18.Oct.15,29854.64,ChloeAvery,18,10,2015,Oct,Unique
100000982,Deirdre,Avery,Female,34,England,White Collar,24.Jun.15,107641.39,DeirdreAvery,24,6,2015,Jun,Unique
100002112,Emily,Avery,Female,33,England,Blue Collar,18.Sep.15,16040.88,EmilyAvery,18,9,2015,Sep,Unique
100003748,Gavin,Avery,Male,38,England,Other,16.Dec.15,56516.64,GavinAvery,16,12,2015,Dec,Unique
100002693,Harry,Avery,Male,35,England,White Collar,19.Oct.15,49048.13,HarryAvery,19,10,2015,Oct,Unique
100003212,Ian,Avery,Male,38,England,White Collar,16.Nov.15,20238.28,IanAvery,16,11,2015,Nov,Unique
200000750,Anthony,Mackenzie,Male,43,Scotland,Other,30.May.15,12188.75,AnthonyMackenzie,30,5,2015,May,Duplicate
200000975,Anthony,Mackenzie,Male,43,Scotland,Blue Collar,23.Jun.15,74155.05,AnthonyMackenzie,23,6,2015,Jun,Duplicate
300002274,Jason,Avery,Male,25,Wales,Other,24.Sep.15,41197.66,JasonAvery,24,9,2015,Sep,Unique
200003545,Joan,Avery,Female,41,Scotland,White Collar,04.Dec.15,4833.02,JoanAvery,4,12,2015,Dec,Unique
100000973,Julia,Avery,Female,25,England,Other,23.Jun.15,86275.31,JuliaAvery,23,6,2015,Jun,Unique
100003849,Katherine,Avery,Female,32,England,Blue Collar,21.Dec.15,10488.42,KatherineAvery,21,12,2015,Dec,Unique
200003936,Leonard,Avery,Male,51,Scotland,Blue Collar,25.Dec.15,5038.58,LeonardAvery,25,12,2015,Dec,Unique
100000311,Lucas,Avery,Male,30,England,Blue Collar,25.Apr.15,26572.16,LucasAvery,25,4,2015,Apr,Unique
100002370,Madeleine,Avery,Female,32,England,White Collar,29.Sep.15,19995.78,MadeleineAvery,29,9,2015,Sep,Unique
100004003,Paul,Avery,Male,46,England,White Collar,30.Dec.15,85331.69,PaulAvery,30,12,2015,Dec,Unique
200001030,Peter,Avery,Male,58,Scotland,Other,29.Jun.15,41285.8,PeterAvery,29,6,2015,Jun,Unique
100002421,Richard,Avery,Male,28,England,White Collar,02.Oct.15,14448.61,RichardAvery,2,10,2015,Oct,Unique
100003687,Ruth,Avery,Female,33,England,White Collar,13.Dec.15,60116.4,RuthAvery,13,12,2015,Dec,Unique
300002761,Samantha,Avery,Female,29,Wales,White Collar,23.Oct.15,10423.88,SamanthaAvery,23,10,2015,Oct,Unique
200002790,Sebastian,Avery,Male,58,Scotland,Other,25.Oct.15,40378.63,SebastianAvery,25,10,2015,Oct,Unique
100001224,Sophie,Avery,Female,28,England,Other,15.Jul.15,106947.88,SophieAvery,15,7,2015,Jul,Unique
100001398,Stephanie,Avery,Female,34,England,White Collar,27.Jul.15,22701.72,StephanieAvery,27,7,2015,Jul,Unique
200003841,Trevor,Avery,Male,46,Scotland,Blue Collar,20.Dec.15,87484.96,TrevorAvery,20,12,2015,Dec,Unique
100000190,Vanessa,Avery,Female,25,England,Other,08.Apr.15,58714.66,VanessaAvery,8,4,2015,Apr,Unique
100000275,Victor,Avery,Male,42,England,White Collar,19.Apr.15,10114.95,VictorAvery,19,4,2015,Apr,Unique
100002612,Warren,Avery,Male,28,England,White Collar,14.Oct.15,12028.2,WarrenAvery,14,10,2015,Oct,Unique
100001537,Adam,Bailey,Male,26,England,White Collar,07.Aug.15,8708.57,AdamBailey,7,8,2015,Aug,Unique
200001137,Amanda,Bailey,Female,57,Scotland,White Collar,09.Jul.15,83992.09,AmandaBailey,9,7,2015,Jul,Unique
200000384,Bella,Bailey,Female,42,Scotland,Other,06.May.15,12088.72,BellaBailey,6,5,2015,May,Unique
100003317,Christian,Bailey,Male,41,England,White Collar,23.Nov.15,64153.64,ChristianBailey,23,11,2015,Nov,Unique
300002163,Diana,Bailey,Female,43,Wales,White Collar,20.Sep.15,74452.61,DianaBailey,20,9,2015,Sep,Unique
100002554,Dominic,Bailey,Male,24,England,Blue Collar,11.Oct.15,5396.97,DominicBailey,11,10,2015,Oct,Unique
100002119,Emily,Bailey,Female,38,England,White Collar,18.Sep.15,95608.2,EmilyBailey,18,9,2015,Sep,Unique
300001529,Harry,Bailey,Male,43,Wales,Other,06.Aug.15,51598.1,HarryBailey,6,8,2015,Aug,Unique
200001487,Joseph,Bailey,Male,58,Scotland,Other,02.Aug.15,19164.52,JosephBailey,2,8,2015,Aug,Unique
100001209,Keith,Bailey,Male,18,England,Blue Collar,14.Jul.15,40572.06,KeithBailey,14,7,2015,Jul,Unique
200001163,Kevin,Bailey,Male,52,Scotland,Blue Collar,11.Jul.15,23604.06,KevinBailey,11,7,2015,Jul,Unique
100002168,Maria,Bailey,Female,42,England,White Collar,21.Sep.15,5252.57,MariaBailey,21,9,2015,Sep,Unique
100003727,Nathan,Bailey,Male,31,England,White Collar,15.Dec.15,42049.89,NathanBailey,15,12,2015,Dec,Unique
200002901,Paul,Bailey,Male,57,Scotland,Blue Collar,29.Oct.15,81414.37,PaulBailey,29,10,2015,Oct,Unique
100002132,Penelope,Bailey,Female,30,England,White Collar,19.Sep.15,106490.28,PenelopeBailey,19,9,2015,Sep,Unique
200001361,Christian,Hemmings,Male,51,Scotland,Other,24.Jul.15,25973.39,ChristianHemmings,24,7,2015,Jul,Duplicate
100003096,Christian,Hemmings,Male,26,England,Blue Collar,10.Nov.15,9438.06,ChristianHemmings,10,11,2015,Nov,Duplicate
100003365,Rachel,Bailey,Female,29,England,Other,26.Nov.15,29654.53,RachelBailey,26,11,2015,Nov,Unique
100003837,Ruth,Bailey,Female,31,England,White Collar,20.Dec.15,48927.48,RuthBailey,20,12,2015,Dec,Unique
100001485,Sebastian,Bailey,Male,33,England,White Collar,02.Aug.15,48891.91,SebastianBailey,2,8,2015,Aug,Unique
100000889,Stephen,Bailey,Male,37,England,White Collar,16.Jun.15,44096.51,StephenBailey,16,6,2015,Jun,Unique
300002359,Theresa,Bailey,Female,32,Wales,Other,28.Sep.15,19954.05,TheresaBailey,28,9,2015,Sep,Unique
100000177,Thomas,Bailey,Male,35,England,White Collar,06.Apr.15,70349.32,ThomasBailey,6,4,2015,Apr,Unique
100001617,Tracey,Bailey,Female,36,England,White Collar,14.Aug.15,57272.58,TraceyBailey,14,8,2015,Aug,Unique
300001538,Una,Bailey,Female,47,Wales,White Collar,07.Aug.15,43260.49,UnaBailey,7,8,2015,Aug,Unique
200001938,Wendy,Bailey,Female,42,Scotland,Other,06.Sep.15,38905.96,WendyBailey,6,9,2015,Sep,Unique
100001930,Brian,Baker,Male,38,England,White Collar,06.Sep.15,21765.28,BrianBaker,6,9,2015,Sep,Unique
100000224,Christian,Baker,Male,43,England,White Collar,14.Apr.15,18103.72,ChristianBaker,14,4,2015,Apr,Unique
200003906,Donna,Baker,Female,58,Scotland,Other,23.Dec.15,59941.68,DonnaBaker,23,12,2015,Dec,Unique
100003079,Dorothy,Baker,Female,29,England,White Collar,09.Nov.15,34725.59,DorothyBaker,9,11,2015,Nov,Unique
100002826,Ella,Baker,Female,29,England,White Collar,26.Oct.15,6807.36,EllaBaker,26,10,2015,Oct,Unique
400000540,Fiona,Baker,Female,31,Northern Ireland,Other,17.May.15,121133.06,FionaBaker,17,5,2015,May,Unique
200001610,Ian,Baker,Male,44,Scotland,White Collar,13.Aug.15,4442.02,IanBaker,13,8,2015,Aug,Unique
400002152,Jane,Baker,Female,27,Northern Ireland,Other,19.Sep.15,18601.06,JaneBaker,19,9,2015,Sep,Unique
100003627,Jason,Baker,Male,30,England,White Collar,10.Dec.15,47550.08,JasonBaker,10,12,2015,Dec,Unique
200000886,Joe,Baker,Male,54,Scotland,Blue Collar,15.Jun.15,55672.22,JoeBaker,15,6,2015,Jun,Unique
100000240,John,Baker,Male,32,England,White Collar,17.Apr.15,50658.95,JohnBaker,17,4,2015,Apr,Unique
200002202,Jonathan,Baker,Male,49,Scotland,Blue Collar,23.Sep.15,20409.28,JonathanBaker,23,9,2015,Sep,Unique
100003171,Justin,Baker,Male,25,England,White Collar,14.Nov.15,18053.11,JustinBaker,14,11,2015,Nov,Unique
400002550,Lily,Baker,Female,23,Northern Ireland,Other,10.Oct.15,55821.07,LilyBaker,10,10,2015,Oct,Unique
100002037,Matt,Baker,Male,31,England,White Collar,13.Sep.15,88023.96,MattBaker,13,9,2015,Sep,Unique
200003305,Melanie,Baker,Female,45,Scotland,Other,22.Nov.15,6176.99,MelanieBaker,22,11,2015,Nov,Unique
400001355,Neil,Baker,Male,25,Northern Ireland,Other,23.Jul.15,44575.02,NeilBaker,23,7,2015,Jul,Unique
200003532,Olivia,Baker,Female,47,Scotland,Other,03.Dec.15,34391.3,OliviaBaker,3,12,2015,Dec,Unique
100003948,Owen,Baker,Male,18,England,Blue Collar,26.Dec.15,3858.9,OwenBaker,26,12,2015,Dec,Unique
300002271,Christian,Miller,Male,37,Wales,Other,24.Sep.15,40862.92,ChristianMiller,24,9,2015,Sep,Duplicate
200002515,Christian,Miller,Male,46,Scotland,Other,08.Oct.15,76601.08,ChristianMiller,8,10,2015,Oct,Duplicate
